member_id,loan_amnt,funded_amnt_inv,term,int_rate,installment,grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,desc,purpose,title,addr_state,last_pymnt_d,last_pymnt_amnt
1059678,16000,15750, 60 months,11.49,351.81,B,CSC,5 years,MORTGAGE,42000,Source Verified,Aug-2011,Current,  Borrower added on 08/10/11 > payoff<br/> Borrower added on 08/10/11 > Making payments to credit card.  This rate is lower than what I am currently paying.  This payment will be lower and easier to pay off.<br/>,debt_consolidation,Debt Consolidation,CT,Dec-2015,351.81
1050584,8500,8200, 60 months,10.99,184.77,B,US Postal Service,10+ years,MORTGAGE,65000,Not Verified,Aug-2011,Fully Paid,  Borrower added on 08/10/11 > I will use this loan to consolidate and pay of higher interest rate credit cards to improve my cash flow and credit score.  My credit score is around 750.  I auto pay all of my bills through online banking a minimum of one week in advance.  I currently work with the US Postal Service and have been employed with them for 17 years.  We just signed a new four year contract earlier this year.<br/>,debt_consolidation,CC DEBT BUSTER,NV,Mar-2015,3118.03
1059587,2800,2800, 36 months,10.99,91.66,B,Starbucks,4 years,RENT,9600,Source Verified,Aug-2011,Fully Paid,  Borrower added on 08/10/11 > I would like to use this amount to pay off a student debt that I owe on a credit card. I get much lower rates through Lending Club than I do on my credit card and I'll be able to pay it off much faster through them than through my credit company.<br/>,other,Debt Consolidation,CA,Aug-2012,1510.88
1059380,11200,11200, 36 months,13.99,382.74,C,24 hour fitness,7 years,RENT,105000,Not Verified,Aug-2011,Charged Off,"  Borrower added on 08/10/11 > This loan is to pay the negative equity in a jeep grand cherokee. I will be selling the vehichle to carmax, use this loan to pay the diffence on the existing loan and go to having just one car.<br/> Borrower added on 08/11/11 > I have worked at the same company for 7 years. <br/>This loan will lower my monthly minimum debt payments by ~$400.00 allowing me to put that money towards higher interest debt.<br/>",car,Jeep SRT-8 pay off loan,AZ,May-2013,382.74
1059609,12000,12000, 60 months,12.99,272.98,C,The Motley Fool,10+ years,RENT,70000,Source Verified,Aug-2011,Fully Paid,"  Borrower added on 08/10/11 > Paying off some credit cards with $7,500 and the remainder will be an investment towards a short film for a festival.<br/>null Borrower added on 08/15/11 > I have been in the same high level job for 11 years, very stable.  I am very frugal with my money and have a very high credit rating.<br/>null",debt_consolidation,Debt ,VA,Dec-2012,9183.04
1058121,4000,4000, 36 months,6.99,123.5,A,,10+ years,MORTGAGE,54000,Not Verified,Aug-2011,Fully Paid,"  Borrower added on 08/16/11 > home improvement, increase equity in home<br/>null",home_improvement,helpingloan,NY,Apr-2012,1303.2
1058378,10000,9975, 60 months,10.99,217.38,B,Hanley Wood,1 year,RENT,42996,Source Verified,Aug-2011,Fully Paid,"  Borrower added on 08/10/11 > This will be used for all wedding expenses. Easier to pay one monthly bill rather than multiple.<br/> Borrower added on 08/12/11 > The majority of this loan will be for the ring, which I have picked out.<br/> Borrower added on 08/12/11 > A little info about me: I have never missed a payment. Had a car loan which I actually paid off early. I pay $750 a month for rent, $300 in utilities and misc (food, dog).<br/>null Borrower added on 08/22/11 > I would love to be fully funded. If there are any questions please dont hesitate to ask!<br/>null",other,Wedding,MD,Apr-2014,5577.57
1059522,2000,2000, 36 months,5.42,60.32,A,MassBay Community College,7 years,RENT,42870,Source Verified,Aug-2011,Fully Paid,,credit_card,Credit Card Payoff 2,MA,Jun-2014,245.1
1059496,25000,15875, 60 months,15.99,385.97,D,,10+ years,RENT,157000,Source Verified,Aug-2011,Fully Paid,"  Borrower added on 08/10/11 > I need the loan for upgrade my workshop,and hiring one employee full time,and one part time.I restore antique furniture,and build costume made furniture.<br/>Thank you<br/>",small_business,business loan,IL,Dec-2012,13394.12
1059453,10000,9750, 36 months,10.59,325.45,B,B & W technologies,10+ years,MORTGAGE,80000,Verified,Aug-2011,Fully Paid,  Borrower added on 08/16/11 > Been at my job 12 years. Plan to use the loan to pay off high interest debt and also instead of paying several different individuals with different interest rates I can just pay one individual with one good interest rate hence the meaning debt consolidation<br/>null,debt_consolidation,debt console loan,VA,May-2014,1153.83
1059435,14000,11225, 60 months,13.49,322.07,C,Productionn services Network (PSN),6 years,MORTGAGE,81600,Not Verified,Aug-2011,Fully Paid,  Borrower added on 08/10/11 > We are adding a new master bedroom and bath to our home.<br/>,home_improvement,Home Improvement Loan,LA,Mar-2012,13308.7
1059410,21000,20750, 60 months,19.29,548.11,E,The Conifer Group,9 years,RENT,150000,Verified,Aug-2011,Charged Off,"  Borrower added on 08/15/11 > I started acquiring debt at the beginning of the financial crisis when I had some unexpected health and living expenses.  My income had always gone up year over year so I thought I would easily pay it off.  Turns out that my income didn't go up and I need to overhaul my finances and consolidate my debt so I can pay off my credit cards and reduce stress of paying multiple creidtors.  <br/><br/>I am a great loan candidate.  I have a stable job where I have been for over 9 years in an industry where my services are in demand.  I have always paid my bills on time and am a strong believer in paying what you owe.  My credit is great in ever way (for example: long history of paying creditors on time, long standing bank accounts and revolving credit accounts, paid off all student loans, low interest secured loan etc) except the fact that I am carrying more debt than I should.  This loan will help me re-structure my finances so I can get back on track.<br/><br/>Thanks for your help.  You will make a good return on me :)<br/> Borrower added on 08/17/11 > I have never missed a payment on any of my debt obligations.<br/> Borrower added on 08/18/11 > I am a worthy borrower because:<br/><br/>I have always paid off my debts<br/>I have a very stable job at a privately-held firm<br/>",debt_consolidation,Raising the Debt Ceiling,CA,Sep-2014,548.11
1058862,20375,20375, 60 months,18.39,521.73,E,US COAST GUARD,9 years,RENT,62068.8,Verified,Aug-2011,Fully Paid,"  Borrower added on 08/10/11 > I'm great at installment loans, but learned that I go wild with credit cards. I've learned from my mistakes and cancelled all my cards. Just looking to combine all of them into one payment. 9 years in the military and any delinquency in debts can get me in a lot more trouble than if I were a civilian.<br/>null Borrower added on 08/12/11 > I want to pay off 3 credit cards totaling $16,500 and a small personal loan. My current payments on all of these totals just under $500.<br/> Borrower added on 08/20/11 > Please feel free to ask any questions as I'm more than happy to answer.<br/>",debt_consolidation,DEBT CONSOLIDATION,TX,Oct-2011,20690.7
1059096,25000,24073.1729861, 60 months,18.39,640.16,E,United Parcel Service,7 years,RENT,90000,Source Verified,Aug-2011,Current,  Borrower added on 08/10/11 > Payoff ALL my debt<br/> Borrower added on 08/12/11 > All accounts verification is completed!<br/> Borrower added on 08/14/11 > My credit score is increasing and better savings!<br/> Borrower added on 08/19/11 > I also thank the investors for funding this loan in process.. Thank You!<br/>null Borrower added on 08/22/11 > The monthly payments WILL be available for deduction with NO delayed! Thanks!<br/>null,debt_consolidation,Debt Consolidation Loan,NJ,Dec-2015,640.16
1059170,6000,6000, 36 months,12.99,202.14,C,Infinity Computer Solutions,< 1 year,MORTGAGE,55000,Source Verified,Aug-2011,Fully Paid,"  Borrower added on 08/12/11 > I currently work in the I.T field and my current company has been in business for more than 25 years. i plan to use the loan money to take care of a couple of unexpected emergency repairs needed for my house. Outside of these emergency repairs I am a very good borrower, never late and make every attempt to pay down a loan very quickly.<br/>",home_improvement,Home,PA,Feb-2014,1568.61
1059266,8000,7975, 36 months,10.59,260.36,B,Solution Systems Inc.,2 years,RENT,48000,Source Verified,Aug-2011,Fully Paid,  Borrower added on 08/10/11 > I graduated in May 2010 from University of Arizona (Eller) with B.S. (double major in Business Economics and Business Management) . I have now been working in my career for over a year. I am now in a position that I would like to consolidate and pay off the last of my student debt with a solid plan.<br/>,debt_consolidation,Student Debt Cons. 081011,IL,Dec-2013,1664.15
1059339,25000,24930.6059504, 60 months,11.99,555.99,B,griffith laboratories,10+ years,MORTGAGE,48000,Verified,Aug-2011,Current,  Borrower added on 08/10/11 > my floors need repair my roof need repair<br/>null,home_improvement,fix my house,IL,Dec-2015,555.99
1059351,9500,9225, 36 months,7.49,295.47,A,Rubin Weisman Colasanti Kajko & Stein,10+ years,MORTGAGE,55000,Source Verified,Aug-2011,Fully Paid,"  Borrower added on 08/10/11 > I have a credit card with Bank of America, and I would like to pay them off and get the bank out of my life.  Please help me to make that happen.<br/>null Borrower added on 08/10/11 > I think it is wonderful to have other individuals help me in this rather than give the money to &quot;big banks&quot;.  I want to thank you all in advance<br/> Borrower added on 08/11/11 > No late payments in many many years, stable employment.<br/> Borrower added on 08/16/11 > Just say &quot;NO&quot; to big banks.<br/> Borrower added on 08/17/11 > YES to peer lending.  Love this idea!<br/> Borrower added on 08/18/11 > Please help me get fully funded so I can be rid of the Bank forever.  This will be the only way I will ever borrow money ever again; put the money in the hands of those that deserve it.  Thank you again.<br/>",credit_card,Getting Rid of Bank of America,MA,Apr-2012,1836.86
1059328,6000,6000, 36 months,11.49,197.83,B,icon clinical research,5 years,RENT,60000,Source Verified,Aug-2011,Fully Paid,,other,Personal Loan,IL,Jun-2014,601.26
1059333,8400,8400, 36 months,7.49,261.26,A,Southern Illinois University,3 years,RENT,58576,Not Verified,Aug-2011,Charged Off,"  Borrower added on 08/11/11 > Funds are targeted to expand operations of a outdoor website focusing on bird-hunting in North America.  American bird hunters are a viable niche audience presently underserved with print and online entertainment options.  Revenue would come from advertisers offering goods and services, as well as readers looking to publish stories and place ads themselves.<br/>",small_business,Small Business loan,MN,Aug-2012,261.26
1058922,12000,10675, 60 months,10.99,232.05,B,nj transit,4 years,MORTGAGE,81996,Source Verified,Aug-2011,Fully Paid, It is for my wedding and thank you to all the investors.  Borrower added on 08/15/11 > I've never missed a payment on any bill. I have a good steady job with yearly pay increases. I would make a great borrower.  I thank you on advance for this loan. You would be making a good investment in me. I<br/> Borrower added on 08/16/11 > You would be making me have the best wedding with this loan<br/>,other,personal loan,NJ,Feb-2014,6306.76
1059311,5100,5100, 60 months,21.36,139.01,F,CB Commercial,1 year,RENT,54000,Source Verified,Aug-2011,Charged Off,,house,House Loan,CA,Dec-2014,139.01
1039056,15000,14750, 36 months,8.49,473.45,A,DW McCasland,10+ years,MORTGAGE,87600,Verified,Aug-2011,Fully Paid,  Borrower added on 08/06/11 > These funds are to be used to payoff a truck that I have leased for the past 3 years I would like to keep it. I have a very stable job and have been there for more than 20 years. I have never missed or have been late on any of my bills. The budget for this truck is 600.00 a month.<br/> Borrower added on 08/08/11 > I have two other cars that I own outright and have paid off  the loans on them. The truck is the only car payment that I have. I own my house ( with morgage payment) and in the time that I have lived 10+ years I have never missed our have been late on my payment. I take my credit history serious.<br/>Borrower added on 08/06/11 > Borrower added on 08/19/11 > Thank you to all investors. You won't be sorry<br/>null,car,Truck Payoff,CA,Dec-2012,9288.73
1059261,20000,19857.1216667, 36 months,10.99,654.68,B,St. Mary's Villa,2 years,RENT,67500,Verified,Aug-2011,Fully Paid,"  Borrower added on 08/13/11 > This debt consolidation loan will be beneficial to enable me to get my finances in order for my future.  The money I will be saving paying on credit cards can be put toward investing.<br/> Borrower added on 08/19/11 > This loan request is very important to me.  I am getting a bit concerned that I will not be able to get the entire amount that I have requested.  That is what I need to pay off all my debt.  Then I will have one monthly payment which I will manage nicely.  Please consider this as important as I do.<br/>null Borrower added on 08/21/11 > I have a 401K worth  $75,000. I hope this helps to bring up the amount I am in need of.<br/>",debt_consolidation,Freedom,PA,Feb-2012,18291.25
1059250,10000,10000, 36 months,5.99,304.18,A,And Company,3 years,MORTGAGE,125000,Source Verified,Aug-2011,Fully Paid,,home_improvement,Home Improvement,CA,Dec-2012,6083.45
1059238,15000,14950, 36 months,11.49,494.57,B,DRAFTFCB,5 years,RENT,90000,Not Verified,Aug-2011,Fully Paid,,credit_card,Lending Club,NY,Aug-2014,529.59
1043713,14000,13750, 60 months,20.62,375.77,F,cape cod hospital,10+ years,OWN,41000,Source Verified,Aug-2011,Charged Off,"  Borrower added on 08/17/11 > my credit card debt is 23,000 most of my interest rates are 22 percent due to being store credit cards and by cutting this debt in half would save me so much money in interest alone.<br/>null",debt_consolidation,savings,MA,Dec-2013,375.77
1059186,12500,8150, 36 months,11.99,278.97,B,Kearny Steel Container,9 years,RENT,101877,Source Verified,Aug-2011,Fully Paid,,debt_consolidation,Payoff,NJ,Apr-2015,164.7
1059148,17000,14957.5357677, 60 months,11.99,378.07,B,napco chemical,3 years,RENT,49008,Not Verified,Aug-2011,Current,  Borrower added on 08/11/11 > I am using this loan to consolidate a vehichle and some all my credit cards into one payment.  The intererest rate on the the cards is around 24%.<br/> Borrower added on 08/16/11 > I have worked for my present employer for 3 years.  I have good credit.  I always pay my bills on time.<br/>,other,cleanup,TX,Dec-2015,378.07
1048543,17600,17600, 36 months,12.99,592.93,C,,n/a,RENT,59256,Verified,Aug-2011,Fully Paid,"  Borrower added on 08/10/11 > for debt consolidation     I would like for this payment to be automatically deducted from my checking acct<br/> Borrower added on 08/10/11 > 17,600 3 years 12.99%  debt consolidation   good steady income<br/>",debt_consolidation,consolidation,GA,Aug-2014,599.81
1059142,30000,30000, 60 months,20.25,799,F,Imclone Systems,7 years,MORTGAGE,60000,Verified,Aug-2011,Charged Off,"  Borrower added on 08/10/11 > want to consolidate topay off credit card debt, personal loan<br/>",debt_consolidation,Debt Consolidation,NJ,Jul-2012,799
1050615,7000,7000, 36 months,10.59,227.82,B,U.S. Army Engineer R&D Center,10+ years,MORTGAGE,144000,Not Verified,Aug-2011,Fully Paid,  Borrower added on 08/12/11 > consolidating two store credit cards with interest rates over 20%. I have been a government employee at the same organziation for over 28 years.<br/>,debt_consolidation,Debt Consolidation,VA,Aug-2014,241.03
1058152,21000,20750, 60 months,19.29,548.11,E,Raytheon Company,10+ years,MORTGAGE,113713,Verified,Aug-2011,Current,"  Borrower added on 08/10/11 > I would like to use this loan to pay off 4 credit cards that have a current total minimum payment of $481 that I would have payed a total of $48,925 on just paying the minimum payments. This loan will allow me to pay them off sooner, for a total lesser amount, and with fewer bills to remember to pay.<br/><br/>Best of all, YOU will make money, not some large, faceless banks!<br/>",debt_consolidation,Debt Consolidation,MA,Dec-2015,548.11
1059058,1200,1200, 36 months,19.29,44.17,E,Audio Links,2 years,RENT,34560,Not Verified,Aug-2011,Charged Off,,other,personal loan,NV,Sep-2011,44.17
1059042,15000,14750, 36 months,9.99,483.94,B,Ross Stores,4 years,RENT,75000,Verified,Aug-2011,Fully Paid,  Borrower added on 08/09/11 > Combining credit cards into 1 monthly payment in order to pay off debt.<br/>,debt_consolidation,Pay Off Debt,CA,Feb-2014,3358.13
1059043,1250,1250, 36 months,11.49,41.22,B,Orchard Supply and Hardware,10+ years,RENT,26000,Not Verified,Aug-2011,Fully Paid,"  Borrower added on 08/09/11 > Hello everyone, Just wanted to let everyone know that this loan is to trim down some bills during these hard times, if you can help I thank you in advance. I make all my payments on time and I will pay this off too.<br/>Thank You in advance<br/> Borrower added on 08/10/11 > Thank you all so far - now I need to get the other $400 so we can on with this<br/>venture. I've been on the job 10+ years and it's stable as can be for now considering everything that's going on out there. I don't see any problem that would prevent me from paying this back. Again thank you in advance and good luck to all.<br/>",other,Pathway2,CA,Jun-2012,987.53
1059030,19075,19075, 36 months,7.49,593.27,A,aria casino resort,5 years,RENT,30000,Verified,Aug-2011,Fully Paid,,small_business,equipment loans,NV,Oct-2012,12767.09
1059012,3200,2950, 36 months,10.99,104.75,B,Hewlett Packard,2 years,RENT,51000,Not Verified,Aug-2011,Fully Paid,,debt_consolidation,Credit Consolidation,TX,Aug-2014,112.61
1059015,11000,11000, 36 months,8.49,347.2,A,The Goodyear Tire & Rubber Co.,< 1 year,RENT,37500,Verified,Aug-2011,Fully Paid,"  Borrower added on 08/10/11 > Please note: this loan has been changed to a debt consolidation loan - not a credit card refinancing loan. Thanks!<br/> Borrower added on 08/10/11 > This loan will be used to consolidate 3 credit card balances, 2 school loans, an auto loan, and another Lending Club loan into a much lower interest rate.  All of these balances now are accruing interest anywhere between a 13%-23% interest rate.  With this new Lending Club loan, I will be able to pay all of these balances off immediately and pay my investors back at a much lower 8.49% interest rate.<br/> Borrower added on 08/10/11 > I have a stable job at a Fortune 200 company and work full-time.  I have a finance spreadsheet that I use every month to keep track of my incoming and outgoing cash flow, so I am very responsible with my funds.  I am always on top of my payments and am never late.  I use auto-debit all the time, including with Lending Club, so that my payments are made automatically on time, every time.<br/>",credit_card,Debt Consolidation,OH,Oct-2014,386.26
1058991,6000,6000, 36 months,7.49,186.61,A,interactive intelligence,< 1 year,RENT,50000,Source Verified,Aug-2011,Fully Paid,  Borrower added on 08/09/11 > I plan to use loan proceeds to pay full balances off 2 credit cards with higher interest rates.  The lower interest rate on this loan will allow me to put more money into savings.<br/><br/>Job is salary based in IT tech industry at a fast growing communications company.<br/><br/>No delinquency in past 2 years.<br/><br/>Monthly Budget<br/>Rent $750<br/>Utility $210 Average<br/>Gas+Food $500<br/>Credit Card $300-400<br/>Student Loans $300<br/>,debt_consolidation,Credit Card Consolidation,CA,Aug-2014,203.95
1058955,30000,29950, 60 months,17.99,761.64,E,Natural Balance Pet Food,10+ years,MORTGAGE,315000,Verified,Aug-2011,Fully Paid,"  Borrower added on 08/10/11 > Dear Potential Investors, I ask for this loan to consolidate debt. I am at a senior level of management with a company I have worked for for over 10 years. I am a very stable borrower &amp; have never been late on a monthly payment. I have a very stable job in a company that continues to flourish despite the economy. This loan will just allow me to consolidate my debt into one place. Thank you for your consideration.<br/> Borrower added on 08/10/11 > Please note that I have an American Express Platinum card that is under my name, carries a high balance, but is used for work purposes - it is required to be paid off every month. As a part of my job, I travel and pay for many different trade shows, etc and it requires a high revolving balance.<br/> Borrower added on 08/10/11 > The American Express is paid for by my company, just to be clear.<br/>",other,Debt Consolidation,CA,Mar-2015,12258.57
1058953,3800,3800, 36 months,6.99,117.32,A,"C. Steven Horn & Associates, P.C.",4 years,RENT,43000,Not Verified,Aug-2011,Fully Paid,  Borrower added on 08/09/11 > I would like to pay off all my credit card debt. I always make payment on time as I have stable income from my job.<br/>,credit_card,Credit Card Pay Off!,NY,Aug-2014,122.71
1058914,13225,13200, 60 months,19.69,348.11,E,,10+ years,MORTGAGE,40000,Verified,Aug-2011,Charged Off,"  Borrower added on 08/18/11 > paying off higher int rate debt first, then next debt, then next debt all based on higher int rate<br/>null",debt_consolidation,Personal,CA,Feb-2012,713.63
1054514,5000,5000, 36 months,5.42,150.8,A,pinnacledietary.com,2 years,MORTGAGE,62000,Not Verified,Aug-2011,Fully Paid,"  Borrower added on 08/14/11 > My credit is very good!  The feild I am in cateers to the Elderly, so i'll always have a job.  To purchase two Waverunners so my family can all waverun together<br/> Borrower added on 08/15/11 > I found a really good deal and need the funds soon!<br/>null",major_purchase,Major Purchase Loan,NJ,Mar-2014,136.64
1054611,8000,8000, 36 months,16.89,284.79,D,,< 1 year,RENT,80000,Not Verified,Aug-2011,Fully Paid,,small_business,Remote Site Paramedicine Contractor,CO,Sep-2013,3195.43
1058741,16800,16550, 60 months,16.89,416.54,D,RICHMOND POLICE DEPARTMENT,5 years,MORTGAGE,52000,Not Verified,Aug-2011,Charged Off,  Borrower added on 08/11/11 > Consolitate 2 major credit cards into 1 lower payment.<br/> Borrower added on 08/11/11 > I have a very stable job that i have been working at for over 5 years. I intend to have my loan payments deducted from my account to ensure proper repayment.<br/>,debt_consolidation,CREDIT CARD CONSOLIDATION,VA,Mar-2012,416.54
1058842,4850,4850, 36 months,8.49,153.09,A,Ismael Leyva Architects,< 1 year,RENT,54000,Source Verified,Aug-2011,Fully Paid,"  Borrower added on 08/13/11 > I am consolidating my credit cards. Currently, my high interest has me paying more fees than I care for, so this loan will reduce my interest.  Additionally, I will be reducing my monthly bills, which I already have no problem paying. I have a very steady job.<br/>",debt_consolidation,Credit Card Debt Consolidation Loan,NY,Mar-2014,932.65
1058760,7000,7000, 60 months,17.49,175.82,D,AT&T,10+ years,RENT,70000,Verified,Aug-2011,Fully Paid,,other,Medical,FL,Nov-2015,1655.04
1058790,22000,22000, 60 months,13.49,506.11,C,Interstate Distributor Company,3 years,MORTGAGE,45000,Verified,Aug-2011,Charged Off,,house,House Loan,TX,Dec-2012,506.11
1058724,8000,7750, 36 months,11.49,263.78,B,Sheriffs Office,3 years,RENT,40000,Source Verified,Aug-2011,Fully Paid,  Borrower added on 08/09/11 > Great credit!<br/> Borrower added on 08/09/11 > Want to become debt FREE!<br/> Borrower added on 08/09/11 > Never make a late payment!<br/> Borrower added on 08/09/11 > Great career!<br/>,debt_consolidation,Debt Consolidation,NC,Apr-2012,6721.5
1058436,25000,25000, 60 months,21.36,681.41,F,The Hartford,3 years,RENT,50004,Source Verified,Aug-2011,Fully Paid,"  Borrower added on 08/10/11 > This money is going to be used to pay off existing debt while saving me $200 a month in payments.  I have been in my current job for almost 4 years and have been advancing quite well, but I need a jump start.  I feel as though I have been treading water with my debts and I would like to see my hard work actually pay off by making progress toward clearing my name of any debt.  Thanks.<br/> Borrower added on 08/17/11 > I just wanted to say thank you to everyone who has invested so far.  It is very much appreciated.<br/>",debt_consolidation,Debt Consolidation,CT,Jan-2014,16817.06
1058666,20000,19410.526341, 60 months,13.99,465.27,C,Bank of America,3 years,RENT,36000,Verified,Aug-2011,Charged Off,"  Borrower added on 08/11/11 > The request amount should be $20,000 not less than that.<br/>",other,Personal Loan,KY,Nov-2012,465.27
1044152,35000,34975, 36 months,13.99,1196.05,C,SAIC,4 years,MORTGAGE,72400,Verified,Aug-2011,Fully Paid,  Borrower added on 07/29/11 > Funds are for the purchase of a 2007 Freightliner Columbia 120.<br/>Borrower added on 07/29/11 > Funds are for the purchase of a 2007 Freightliner Columbia 120.<br/>,small_business,2007 Freightliner Columbia 120,AK,Dec-2013,13231.56
1058657,25000,23498.2890564, 60 months,13.49,575.12,C,Cvs/minuteclinic,2 years,RENT,68000,Verified,Aug-2011,Fully Paid,"  Borrower added on 08/11/11 > I am looking to consolidate with this loan I am not in debt just falling behind and do not want to lose my good credit. It makes it easier to just make one payment a month.<br/> Borrower added on 08/14/11 > I have never been late on any of my payment or just paid minimum amount due until now. Percentage rates are higher, this would be more manageable with just one monthly payment.<br/>",debt_consolidation,Debt consolidation,MA,Oct-2014,12190.75
1023482,5300,5300, 36 months,15.23,184.33,C,Graham Construction,4 years,RENT,24996,Verified,Aug-2011,Fully Paid,,debt_consolidation,Debt Consolidatioin,KS,May-2014,752.53
1058544,5000,5000, 36 months,8.49,157.82,A,Wells Fargo Advisors,10+ years,MORTGAGE,62500,Not Verified,Aug-2011,Fully Paid,,debt_consolidation,Credit Card Consolidation,NC,May-2012,4030.64
1058026,25000,24975, 60 months,15.99,607.82,D,Principal Financial Group,< 1 year,RENT,58000,Verified,Aug-2011,Fully Paid,"  Borrower added on 08/10/11 > This loan will consolidate all of my high interest credit cards, charge cards, and unsecured installment loans.  The total of these debts is roughly $25,000.  The current monthly debt service on these debts is about $1,200.  This loan will save $600+ a month plus interest.  The only monthly expenses outside of this loan will be my car payment, car insurance, and cell phone.<br/> Borrower added on 08/10/11 > I just recently started a new job; however, there was not a lapse in employment.  I have been in the same industry for 11+ years. I pay all of my creditors on time.<br/> Borrower added on 08/11/11 > I do not have a mortgage or rent payment.<br/> Borrower added on 08/12/11 > I am honest, trustworthy, and dependable - please fund my loan.<br/> Borrower added on 08/19/11 > Thank you so much to everyone that has funded my loan thus far!  You are really making a difference in my life!<br/>null",debt_consolidation,Debt Consolidation loan,NC,Aug-2015,7916.14
1058629,6800,6800, 36 months,15.99,239.04,D,ups,6 years,MORTGAGE,67000,Verified,Aug-2011,Fully Paid,  Borrower added on 08/09/11 > looking for financing for a 67 mustang<br/>,car,mustanf,FL,Jan-2013,4242.76
1057909,5100,5100, 60 months,15.99,124,D,MAQUET CARDIOVASCULAR,4 years,RENT,67656,Source Verified,Aug-2011,Charged Off,,home_improvement,Home Improvement,NJ,Sep-2012,124
1058631,16000,16000, 36 months,6.99,493.97,A,Nanoridge material s,< 1 year,MORTGAGE,112000,Source Verified,Aug-2011,Fully Paid,  Borrower added on 08/09/11 > home improvement loan<br/> Borrower added on 08/15/11 > My credit rating supports this loan.<br/>,home_improvement,Loan V,TX,Aug-2014,503.07
1058610,12000,12000, 60 months,16.89,297.53,D,Redwood Healthcare Staffing,2 years,RENT,60000,Not Verified,Aug-2011,Current,,debt_consolidation,Debt Consolidation,CA,Dec-2015,2251.31
1058598,3000,2975, 36 months,11.99,99.63,B,LSMT,10+ years,MORTGAGE,33000,Not Verified,Aug-2011,Fully Paid,,debt_consolidation,Daddy's Note,TX,Aug-2014,100.06
1049172,2200,1950, 36 months,8.49,69.44,A,Michelin North America,3 years,MORTGAGE,40000,Not Verified,Aug-2011,Fully Paid,  Borrower added on 08/09/11 > I'm consolidating a couple of higher interest credit cards that I intend on closing.<br/>,credit_card,Credit Card Refinance Loan,SC,Aug-2014,82.55
1048500,28000,27725, 36 months,7.49,870.85,A,Precision Heliparts,2 years,RENT,85000,Verified,Aug-2011,Fully Paid,  Borrower added on 08/09/11 > Hello<br/><br/>i plan to consolidate debt to 1 low interest payment to get it paid faster.  I have a job that is booming and plan and i have outstsnding credit and make my payments on time.<br/><br/>thanks<br/>,debt_consolidation,go canes go,GA,Dec-2012,17211.51
1057332,6000,5750, 36 months,9.99,193.58,B,"Carlyle & Associates, P.C.",5 years,MORTGAGE,46800,Not Verified,Aug-2011,Fully Paid,  Borrower added on 08/15/11 > I have a very stable full-time job and have been here for 5 years. I plan to use the money to pay of my credit cards that I incurred while in school and have a high interest rate. I'm a good borrower because I care about my credit score and make all my payments on time. Thank you!<br/>,debt_consolidation,Debt Consolidation Loan,MO,Aug-2014,215.77
1057232,30000,29675, 60 months,18.39,768.19,E,Harford County Maryland Government,10+ years,MORTGAGE,75000,Verified,Aug-2011,Charged Off,,debt_consolidation,Terrapin Station,MD,Nov-2012,768.19
1058348,18000,17975, 60 months,17.99,456.99,E,Contemp. Nursing Services and Union Hosp,5 years,RENT,96000,Verified,Aug-2011,Charged Off,"  Borrower added on 08/10/11 > Looking to pay off high interest credit card through this loan. I consistently pay my bills on time and have stable employment in Health Care. Thanks so much to those of you that offer your assistance!<br/>null Borrower added on 08/14/11 > PLEASE CHECK MY HISTORY... I HAVE NEVER MISSED A PAYMENT. The nursing field is always in demand so I definitely have job security in this unstable economy.  If you invest in me, you will definitely be returned your investment PLUS interest!  Thanks for your consideration!<br/> Borrower added on 08/15/11 > PLEASE CHECK MY HISTORY... I HAVE NEVER MISSED A PAYMENT.   The nursing field is always in demand so I definitely have job security.  If you invest in me it is a sure profit because it WILL be repaid.   I take my responsibilities seriously and I appreciate the opportunity this will give me.  Hopefully one day I can invest in someone else as you have done for me, thanks again!<br/>",debt_consolidation,Credit Card Debt Consolidation,MD,Jan-2012,268.3
1058241,8400,8400, 36 months,5.99,255.51,A,Bank of New York Mellon,2 years,OWN,36000,Source Verified,Aug-2011,Fully Paid,  Borrower added on 08/09/11 > Need to consolidate my Higher rate Credit Card rate which is at 15% currently<br/>,credit_card,Credit Card Refinancing,TX,Aug-2014,257.52
1058108,7500,7250, 36 months,8.49,236.73,A,union rubber ,10+ years,MORTGAGE,42500,Source Verified,Aug-2011,Fully Paid,  Borrower added on 08/09/11 > home improvement<br/>null Borrower added on 08/20/11 > thank u to all the lenders that funded my loan<br/>,home_improvement,home improvement,NJ,Sep-2014,261.72
1058271,10200,10200, 36 months,16.89,363.1,D,Pacific Northwest National Laboratory,< 1 year,RENT,70000,Verified,Aug-2011,Fully Paid,"  Borrower added on 08/09/11 > I was unemployed for several months last year, accruing a fair amount of credit card debt. While I have already started paying down my credit cards, I would like to accelerate the process by consolidating my debt into a single, three-year loan.<br/>null",credit_card,Consolidate Credit Cards,WA,May-2014,1798.11
